txn_id,timestamp,sender_account,receiver_account,amount,txn_type,is_fraud,amount_log,hour_of_day,day_of_week,is_weekend,is_night,is_cross_branch,amount_bucket,type_NEFT,type_UPI,type_ATM,type_DEPOSIT,type_IMPS,channel_mobile,channel_internet,is_new_receiver,is_cross_bank_upi,upi_new_recv_risk,receiver_total_recv_count,sender_total_unique_receivers,sender_txn_count_1h,sender_txn_count_24h,sender_avg_amount,sender_std_amount,amount_deviation,sender_unique_receivers_1h,time_since_last_txn_min,hour_velocity_ratio,near_any_threshold,near_50k_threshold,near_100k_threshold,near_1m_threshold,is_round_10k,is_round_1k,high_velocity_1h,high_velocity_24h,rapid_succession,amount_gt_5x_avg,sender_mule_score,sender_in_ring,sender_passthrough_ratio,sender_is_new_account,receiver_mule_score,receiver_in_ring,receiver_unique_senders_total,receiver_is_pure_receiver,receiver_is_suspected_mule,receiver_is_new_account,kyc_risk_flag,cibil_high_txn_flag
TXN_00000010,2026-03-01 01:03:07,C2083854344,M403598020,2937.34,UPI,0,7.985600075021185,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2937.34,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000011,2026-03-01 01:03:18,C594916129,M1537912396,2873.37,UPI,0,7.9635887987840865,1,6,1,1,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,2873.37,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000012,2026-03-01 01:03:23,C1556461159,C1590550415,310157.55,ATM,0,12.644838897327434,1,6,1,1,1,4.0,0,0,1,0,0,1,0,1,0,0,2,1,1.0,1.0,310157.55,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,10,1,0,0,0,0
TXN_00000013,2026-03-01 01:03:56,C1647303553,C1859965144,156316.71,DEPOSIT,0,11.959645817732254,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,156316.71,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000014,2026-03-01 01:04:27,C972843820,M1883971879,4920.42,UPI,0,8.501352385730403,1,6,1,1,0,1.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,4920.42,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000015,2026-03-01 01:04:44,C1103505488,M1800605369,3399.78,UPI,0,8.131760096058104,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,3399.78,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000016,2026-03-01 01:05:11,C905080434,C476402209,229133.94,ATM,0,12.342066366634185,1,6,1,1,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,229133.94,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000017,2026-03-01 01:05:37,C1091781053,M1280128554,13259.12,UPI,0,9.49251631347266,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,0,1,1,1,1.0,1.0,13259.12,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000018,2026-03-01 01:05:48,C1848163207,M435175610,1730.16,UPI,0,7.4565469830247855,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,1730.16,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000019,2026-03-01 01:06:13,C1499825229,C2100440237,235238.66,ATM,1,12.368360103240422,1,6,1,1,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,235238.66,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.32,0,1.0,0,0.06,0,3,1,0,0,0,0
TXN_00000020,2026-03-01 01:06:51,C669700766,C1384210339,25071.46,NEFT,1,10.129525311587674,1,6,1,1,1,2.0,1,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,25071.46,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.04,0,2,1,0,0,0,0
TXN_00000021,2026-03-01 01:06:58,C2111882926,M172518776,502.61,UPI,0,6.221802159002432,1,6,1,1,1,1.0,0,1,0,0,0,0,1,1,0,0,1,1,1.0,1.0,502.61,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000022,2026-03-01 01:07:21,C943165647,M1956060889,26784.93,UPI,0,10.195632028638194,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,26784.93,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000023,2026-03-01 01:07:47,C835773569,C1359044626,710544.77,NEFT,0,13.473788643867392,1,6,1,1,1,4.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,710544.77,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000024,2026-03-01 01:08:17,C500618423,C451111351,271002.7,ATM,0,12.509887752905167,1,6,1,1,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,271002.7,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,1
TXN_00000025,2026-03-01 01:08:22,C1754087707,C1831477404,55091.05,DEPOSIT,0,10.916760701609597,1,6,1,1,1,3.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,55091.05,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000026,2026-03-01 01:08:49,C1088744071,C488044861,4993.81,IMPS,0,8.516154652321152,1,6,1,1,1,1.0,0,0,0,0,1,1,0,1,0,0,1,1,1.0,1.0,4993.81,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000027,2026-03-01 01:09:02,C1042891691,C392292416,45756.23,ATM,0,10.731105091004688,1,6,1,1,1,2.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,45756.23,1.0,0.0,1.0,9999.0,10.0,1,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000028,2026-03-01 01:09:05,C2091072548,C1282788025,28404.6,ATM,0,10.254341587809856,1,6,1,1,1,2.0,0,0,1,0,0,0,1,1,0,0,2,1,1.0,1.0,28404.6,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000029,2026-03-01 01:09:12,C425275537,M1564078808,4416.9,UPI,0,8.39341974904757,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,4416.9,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000030,2026-03-01 01:09:17,C1106468732,C662736689,187256.62,DEPOSIT,0,12.14024059481049,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,187256.62,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000031,2026-03-01 01:09:24,C2017393480,C1032986144,930.99,IMPS,0,6.837322085014295,1,6,1,1,1,1.0,0,0,0,0,1,0,1,1,0,0,1,1,1.0,1.0,930.99,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000032,2026-03-01 01:10:06,C333879495,C1112414583,146534.96,ATM,0,11.89502613806955,1,6,1,1,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,146534.96,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,0
TXN_00000033,2026-03-01 01:11:02,C504478805,C1948471365,34918.59,DEPOSIT,0,10.460803268762046,1,6,1,1,1,2.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,34918.59,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.18,0,9,1,0,0,0,0
TXN_00000034,2026-03-01 01:11:06,C1312843412,C1529115495,69490.69,ATM,0,11.148962456058696,1,6,1,1,1,3.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,69490.69,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,0
TXN_00000035,2026-03-01 01:11:32,C1002911155,M1467977993,1246.74,UPI,0,7.1290891938916365,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1246.74,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000036,2026-03-01 01:11:41,C247269033,M382044126,8054.62,UPI,0,8.994125263474547,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,8054.62,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000037,2026-03-01 01:12:40,C1272744797,C1498438472,17488.56,NEFT,0,9.769359410463496,1,6,1,1,1,2.0,1,0,0,0,0,0,1,1,0,0,1,1,1.0,1.0,17488.56,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.04,0,2,1,0,0,0,0
TXN_00000038,2026-03-01 01:13:49,C2082678778,M1300528434,3375.94,UPI,0,8.12472525297869,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,3375.94,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000039,2026-03-01 01:14:02,C1237762639,M1877062907,1157.86,UPI,0,7.055192042255847,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1157.86,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000040,2026-03-01 01:15:33,C1809129176,M1642308093,12960.72,UPI,0,9.469755677149653,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,12960.72,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000041,2026-03-01 01:15:55,C453671855,M1648458262,2168.8,UPI,0,7.68239027638835,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,2168.8,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000042,2026-03-01 01:15:57,C309271464,C22805895,17487.62,DEPOSIT,0,9.769305662669858,1,6,1,1,0,2.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,17487.62,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000043,2026-03-01 01:16:00,C1340057206,C660143728,57323.56,DEPOSIT,0,10.956484432162414,1,6,1,1,1,3.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,57323.56,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000044,2026-03-01 01:16:14,C36627152,M2080125222,6450.56,UPI,0,8.772077241011408,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,6450.56,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000045,2026-03-01 01:16:29,C979532928,C1360767589,153596.45,ATM,0,11.942090497995402,1,6,1,1,1,4.0,0,0,1,0,0,0,1,1,0,0,1,1,1.0,1.0,153596.45,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.2,0,11,1,0,0,0,0
TXN_00000046,2026-03-01 01:16:34,C1099552523,M66724371,8494.71,UPI,0,9.04731660918917,1,6,1,1,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,8494.71,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000047,2026-03-01 01:16:43,C532677950,M688593710,5809.78,UPI,0,8.667470092125937,1,6,1,1,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,5809.78,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000048,2026-03-01 01:16:51,C1434066477,C1971489295,155075.41,DEPOSIT,0,11.95167324217464,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,155075.41,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000049,2026-03-01 01:17:26,C840083671,C38997010,181.0,ATM,1,5.204006687076795,1,6,1,1,1,0.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,181.0,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000050,2026-03-01 01:17:48,C174245837,M124132186,525.89,UPI,0,6.2669917981017536,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,0,0,1,1,1.0,1.0,525.89,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000051,2026-03-01 01:17:52,C244577237,C1060830840,141648.13,ATM,0,11.861108363340755,1,6,1,1,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,141648.13,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000052,2026-03-01 01:18:01,C1377212248,M1054477035,4975.75,UPI,0,8.512532346534043,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,4975.75,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000053,2026-03-01 01:18:01,C749981943,C667346055,416001.33,ATM,1,12.938446140189253,1,6,1,1,1,4.0,0,0,1,0,0,1,0,1,0,0,1,1,1.0,1.0,416001.33,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.04,0,2,1,0,0,0,0
TXN_00000054,2026-03-01 01:18:34,C472234151,C392292416,175443.85,DEPOSIT,0,12.075080027488502,1,6,1,1,0,4.0,0,0,0,1,0,1,0,1,0,0,2,1,1.0,1.0,175443.85,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000055,2026-03-01 01:18:37,C1824322115,C1170794006,143148.97,DEPOSIT,0,11.87164810095586,1,6,1,1,1,4.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,143148.97,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.14,0,7,1,0,0,0,0
TXN_00000056,2026-03-01 01:18:52,C1389432760,M1103132232,6396.49,UPI,0,8.763661004922133,1,6,1,1,1,2.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,6396.49,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000057,2026-03-01 01:18:55,C260638966,C2083562754,229848.96,DEPOSIT,0,12.34518202720782,1,6,1,1,1,4.0,0,0,0,1,0,0,1,1,0,0,1,1,1.0,1.0,229848.96,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.16,0,8,1,0,0,0,0
TXN_00000058,2026-03-01 01:19:12,C1364127192,C1136419747,35063.63,NEFT,1,10.464948209083028,1,6,1,1,1,2.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,35063.63,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.1,0,5,1,0,0,0,0
TXN_00000059,2026-03-01 01:19:18,C1805845895,M896945135,10729.47,UPI,0,9.28084263708856,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,10729.47,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000060,2026-03-01 01:19:31,C2015007762,M1514955661,10183.1,UPI,0,9.228582959513464,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,10183.1,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000061,2026-03-01 01:19:40,C1305486145,C553264065,181.0,NEFT,1,5.204006687076795,1,6,1,1,1,0.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,181.0,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.06,0,3,1,0,0,0,0
TXN_00000062,2026-03-01 01:20:13,C1547994163,M263656423,25767.46,UPI,0,10.15690654245058,1,6,1,1,0,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,25767.46,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000063,2026-03-01 01:20:38,C1563053805,C985934102,928722.69,NEFT,0,13.741566546214464,1,6,1,1,1,4.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,928722.69,1.0,0.0,1.0,9999.0,10.0,1,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000064,2026-03-01 01:20:53,C803893384,M1078566479,2426.31,UPI,0,7.794538927277315,1,6,1,1,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,2426.31,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000065,2026-03-01 01:20:58,C85357160,M486348917,413.84,UPI,0,6.027892903721534,1,6,1,1,1,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,413.84,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000066,2026-03-01 01:21:28,C1460126155,C716083600,191177.92,NEFT,0,12.16096502247532,1,6,1,1,1,4.0,1,0,0,0,0,1,0,1,0,0,1,1,1.0,1.0,191177.92,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000067,2026-03-01 01:22:12,C1513029997,M439925336,3601.28,UPI,0,8.189322257306618,1,6,1,1,1,1.0,0,1,0,0,0,0,1,1,1,0,1,1,1.0,1.0,3601.28,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000068,2026-03-01 01:22:36,C1174881426,M14124949,1220.37,UPI,0,7.107728458509326,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1220.37,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000069,2026-03-01 01:22:58,C1574509514,C215145189,2643.45,DEPOSIT,0,7.880218383161476,1,6,1,1,1,1.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,2643.45,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000070,2026-03-01 01:23:19,C757541645,M925364462,1285.77,UPI,0,7.159890481446849,1,6,1,1,1,1.0,0,1,0,0,0,1,0,1,1,0,1,1,1.0,1.0,1285.77,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000071,2026-03-01 01:23:25,C210474732,M1288052401,13343.47,UPI,0,9.498857345800795,1,6,1,1,1,2.0,0,1,0,0,0,1,0,1,1,1,1,1,1.0,1.0,13343.47,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.02,0,1,1,0,0,0,0
TXN_00000072,2026-03-01 01:23:54,C501036152,C1831477404,168451.53,DEPOSIT,0,12.03440926801547,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,2,1,1.0,1.0,168451.53,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
TXN_00000073,2026-03-01 01:24:23,C215478702,C1335050193,151764.65,DEPOSIT,0,11.930092833752466,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,151764.65,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.12,0,6,1,0,0,0,0
TXN_00000074,2026-03-01 01:24:24,C1579139754,C747464370,1030100.15,DEPOSIT,0,13.845167559267628,1,6,1,1,1,4.0,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,1030100.15,1.0,0.0,1.0,9999.0,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.08,0,4,1,0,0,0,0
